GHID,YEAR,SEASON,REP,PLOTNO,FL,MAT,PLTHGT,TILLER,LDG,Plot_Yld,Kg_ha
B1247,2012,2,1,1095,100,130,135,10,0,2448,4132
B1247,2012,2,2,1123,95,125,145,9,0,3639,6220
B1247,2012,2,3,1181,96,126,129,11,7,3124,5310
B1131,2012,2,1,1242,95,125,110,11,0,3060,5308
B1131,2012,2,2,1264,95,125,112,11,0,3064,5285
B1131,2012,2,3,1319,97,127,123,8,0,2975,5120
B1133,2012,2,1,608,95,125,136,10,0,2879,4921
B1133,2012,2,2,687,93,123,119,10,0,2730,4613
B1133,2012,2,3,727,98,128,127,10,0,2397,4190
B1135,2012,2,1,909,95,125,112,9,0,2814,4837
B1135,2012,2,2,968,94,124,117,13,0,2354,4037
B1135,2012,2,3,1005,87,117,120,16,0,2381,4056
B1136,2012,2,1,950,90,120,105,10,0,2723,4691
B1136,2012,2,2,979,90,120,110,14,0,3159,5412
B1136,2012,2,3,1040,87,117,107,16,0,2323,4034
B1137,2012,2,1,1084,99,129,119,9,0,2697,4662
B1137,2012,2,2,1146,95,125,110,12,0,2357,4033
B1137,2012,2,3,1190,97,127,122,12,0,2863,4960
B1138,2012,2,1,767,92,122,131,13,0,2289,3930
B1138,2012,2,2,821,90,120,120,15,0,2831,4899
B1138,2012,2,3,854,92,122,124,19,0,3077,5158
B1252,2012,2,1,917,89,119,128,12,0,2542,4355
B1252,2012,2,2,966,88,118,122,11,3,3028,5082
B1252,2012,2,3,1006,87,117,126,11,0,3015,5159
B1041,2012,2,1,603,89,119,123,13,0,3217,5567
B1041,2012,2,2,681,89,119,116,9,0,3212,5440
B1041,2012,2,3,730,90,120,127,9,0,3295,5645
B1042,2012,2,1,614,86,116,112,11,0,3550,5985
B1042,2012,2,2,679,86,116,103,10,0,2363,4012
B1042,2012,2,3,748,87,117,120,12,0,2959,5000
B1253,2012,2,1,465,87,117,111,13,0,3344,5638
B1253,2012,2,2,544,95,125,116,14,0,2771,4651
B1253,2012,2,3,597,88,118,117,14,0,3531,6056
B1139,2012,2,1,642,97,127,114,16,0,2709,4694
B1139,2012,2,2,657,95,125,120,14,0,2263,3837
B1139,2012,2,3,739,95,125,113,15,0,2635,4473
B1140,2012,2,1,637,96,126,134,10,0,2592,4481
B1140,2012,2,2,697,95,125,120,11,0,3138,5309
B1140,2012,2,3,736,97,127,124,14,0,3017,5186
B1141,2012,2,1,770,94,124,112,15,0,2749,4736
B1141,2012,2,2,844,93,123,115,13,0,3049,5212
B1141,2012,2,3,884,93,123,110,11,0,2538,4446
B1142,2012,2,1,635,94,124,118,14,0,2422,4159
B1142,2012,2,2,677,95,125,115,9,0,3159,5430
B1142,2012,2,3,720,94,124,109,12,0,2712,4567
B1143,2012,2,1,907,95,125,115,13,0,2920,5116
B1143,2012,2,2,972,94,124,113,15,0,3419,5910
B1143,2012,2,3,1023,95,125,134,17,0,3195,5498
B1144,2012,2,1,768,94,124,126,15,0,2720,4623
B1144,2012,2,2,823,93,123,111,13,0,2940,4997
B1144,2012,2,3,870,91,121,116,14,0,2642,4424
B1043,2012,2,1,177,86,116,115,13,0,3149,5303
B1043,2012,2,2,209,85,115,110,16,0,3087,5199
B1043,2012,2,3,277,89,119,117,14,0,3158,5312
B1044,2012,2,1,1100,99,129,122,12,0,2565,4399
B1044,2012,2,2,1135,96,126,113,15,0,2531,4351
B1044,2012,2,3,1187,94,124,127,12,9,2232,3781
B1045,2012,2,1,499,88,118,124,12,0,2660,4506
B1045,2012,2,2,523,86,116,118,13,0,2704,4570
B1045,2012,2,3,589,91,121,115,12,0,2722,4568
B1046,2012,2,1,1090,94,124,127,18,9,1988,3414
B1046,2012,2,2,1109,91,121,127,17,7,2541,4402
B1046,2012,2,3,1156,93,123,129,17,9,1925,3275
B1145,2012,2,1,1394,97,127,116,11,0,2668,4700
B1145,2012,2,2,1436,95,125,120,10,0,2699,4603
B1145,2012,2,3,1452,94,124,123,10,0,2814,4755
B1146,2012,2,1,1209,92,122,123,11,0,2719,4684
B1146,2012,2,2,1256,91,121,118,14,0,2435,4172
B1146,2012,2,3,1333,92,122,129,12,0,2612,4455
B1184,2012,2,1,1230,89,119,131,13,0,2669,4619
B1184,2012,2,2,1277,90,120,119,17,0,2890,5001
B1184,2012,2,3,1344,89,119,117,12,0,2815,4844
B1185,2012,2,1,764,92,122,120,14,0,3537,5895
B1185,2012,2,2,825,91,121,120,12,7,3087,5205
B1185,2012,2,3,876,91,121,122,16,0,3682,6344
B1186,2012,2,1,1204,93,123,121,15,5,3037,5185
B1186,2012,2,2,1282,94,124,125,12,9,2226,3870
B1186,2012,2,3,1343,91,121,110,15,5,2451,4232
B1187,2012,2,1,1055,94,124,132,10,0,3353,5770
B1187,2012,2,2,1116,94,124,134,9,0,2389,4121
B1187,2012,2,3,1167,97,127,129,9,5,3205,5429
B1188,2012,2,1,469,89,119,116,9,0,3187,5386
B1188,2012,2,2,517,89,119,110,12,0,2798,4756
B1188,2012,2,3,583,88,118,117,14,0,3254,5512
B1189,2012,2,1,1217,95,125,124,10,0,2678,4619
B1189,2012,2,2,1295,95,125,126,11,0,2789,4832
B1189,2012,2,3,1321,94,124,123,9,0,2921,5016
B1190,2012,2,1,1236,94,124,133,10,0,3458,5857
B1190,2012,2,2,1296,95,125,130,16,0,2893,5007
B1190,2012,2,3,1338,96,126,131,7,0,2337,3967
B1191,2012,2,1,1223,95,125,127,17,0,2753,4743
B1191,2012,2,2,1276,94,124,134,16,0,2960,4933
B1191,2012,2,3,1349,95,125,126,12,0,2562,4379
B1192,2012,2,1,1241,94,124,133,10,0,2858,4918
B1192,2012,2,2,1253,95,125,126,12,0,2896,5017
B1192,2012,2,3,1310,95,125,140,13,0,2754,4702
B1047,2012,2,1,754,93,123,126,23,0,2682,4512
B1047,2012,2,2,807,93,123,125,18,0,2356,4023
B1047,2012,2,3,866,93,123,124,18,0,2740,4567
B1193,2012,2,1,1386,104,134,126,16,0,2753,4631
B1193,2012,2,2,1448,101,131,118,13,0,2801,4712
B1193,2012,2,3,1477,101,131,127,14,0,2835,4807
B1194,2012,2,1,1247,92,122,129,11,0,2636,4603
B1194,2012,2,2,1298,94,124,126,11,0,2998,5090
B1194,2012,2,3,1302,94,124,126,9,0,2739,4650
B1195,2012,2,1,926,93,123,125,10,0,2933,4985
B1195,2012,2,2,988,95,125,140,16,0,2551,4420
B1195,2012,2,3,1025,94,124,129,16,0,2794,4787
B1196,2012,2,1,1360,95,125,129,14,0,3114,5274
B1196,2012,2,2,1443,95,125,127,9,0,3297,5604
B1196,2012,2,3,1459,94,124,121,15,0,3026,5108
B1197,2012,2,1,1061,95,125,116,16,0,3459,6013
B1197,2012,2,2,1112,96,126,125,13,0,3007,5221
B1197,2012,2,3,1185,95,125,124,10,0,3405,5886
B1147,2012,2,1,936,90,120,134,12,9,3180,5596
B1147,2012,2,2,959,89,119,129,10,0,2607,4492
B1147,2012,2,3,1045,90,120,136,14,0,3423,5871
A1259,2012,2,1,5,80,110,115,10,0,2593,4417
A1259,2012,2,2,55,83,113,107,14,0,2853,4788
A1259,2012,2,3,110,82,112,110,12,0,3533,5964
